Id,Name,category,lowprice,highprice,health_index,star1,star2,star3,star4,star5,Accept_Credit_Card,Alcohol,Appointment_Only,Caters,Delivers,Dogs_Allowed,Outdoor_Seating,Parking,Smoking_allowed,Take_out,Takes_Reservations,Wheelchair_Accessible,WIFI,Opened_24hrs,Ambience,Attire,Noise_Level,Music
BpdlX1j1-FbOC1dWIrZv4w,Bella Blu,Italian,$31-60,$31-60,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,Yes,No,,Classy,Casual,Average,
MT_a_Tg3ENdxqZFQyJocgQ,Joanne Trattoria,"Italian,Comfort Food,Bars",$11-30,$11-30,"
                                A
                            ",87,51,35,90,128,Yes,Full Bar,,No,,,Yes,Street,,Yes,Yes,,Free,,,Casual,Average,
-KrQ1gOiyXCbffsWyc5SNQ,The Leopard at des Artistes,Italian,$31-60,$31-60,"
                                A
                            ",7,19,30,64,73,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,,Free,,"Classy, Upscale",Dressy,Average,
QA3PkY9R7qFeg7CVRZHsAw,Sugar Factory,"Bars,American (Traditional),Candy Stores",$31-60,$31-60,,0,0,0,0,0,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,Yes,Free,,"Casual, Touristy, Trendy",Casual,Very Loud,
bqhBU_iyHpaLlq0WSc5Nkw,Jean Claude 2,French,$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,No,,,No,Street,,Yes,Yes,,Free,,Intimate,Casual,Average,
hKdvsbuQRtjajWYwjaoOQw,Tavern on the Green,"American (New),Cocktail Bars",$31-60,$31-60,,0,0,0,0,0,Yes,Full Bar,,Yes,,No,Yes,"Street, Validated",,No,Yes,Yes,Free,,Classy,Casual,Average,
RqCMsa0IuHWhML0BEjW8_w,Boulud Sud,Mediterranean,$31-60,$31-60,,30,54,101,242,226,Yes,Full Bar,,No,,,Yes,Street,,No,Yes,,No,,"Classy, Upscale",Dressy,Average,
mosd9Voq5Ws6k6Uduii_ww,Bar Boulud,"French,Wine Bars",$31-60,$31-60,"
                                A
                            ",57,112,200,274,144,Yes,Full Bar,,No,,,Yes,Street,,No,Yes,,No,,Classy,Casual,Average,
6n7D4amt9vEruR73tt3S9w,Cafe Fiorello,"Italian,Pizza,American (Traditional)",$31-60,$31-60,"
                                A
                            ",68,86,107,209,190,Yes,Full Bar,,No,,,Yes,Street,,Yes,Yes,,Free,,,Casual,Average,
DZaN3bNWfwcm__sNw5bvDg,Daniel,"French,American (Traditional),Cocktail Bars",Above $61,Above $61,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,No,,,No,Yes,Yes,No,,"Classy, Upscale",Formal (Jacket Required),Quiet,
60_ONUWGij1TbvDHSEcOpQ,PJ Clarke’s,"Pubs,Burgers,American (Traditional)",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,No,Street,,Yes,Yes,,Free,,Casual,Casual,Loud,
liaw_m73XvOmEiB8e1Vqkw,Don Coqui,"Latin American,Bars",$11-30,$11-30,"
                                A
                            ",344,148,178,271,301,Yes,Full Bar,,Yes,,,No,"Valet, Street",,Yes,Yes,,Free,,Trendy,Dressy,Very Loud,DJ
pTWFuMYed409y99N0zY05Q,Barbaresco Restaurant,Italian,$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,No,,,Yes,Yes,,No,,Romantic,Casual,Average,
m5dYy3VPwq7QiOwAlcRJPQ,Silver Star Resturant,American (New),$11-30,$11-30,,2,1,3,3,3,Yes,Beer & Wine Only,,Yes,,,No,,,Yes,Yes,,,,,Casual,Average,
l7OsDvMOO3ji3fg0nT0QzA,Tony’s Di Napoli,Italian,$11-30,$11-30,"
                                A
                            ",46,35,73,155,244,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,,No,,Casual,Casual,Average,
KtL6xhVJZq6dzAYlfcHvyw,Vaucluse,"French,Venues & Event Spaces",Above $61,Above $61,,0,0,0,0,0,Yes,Full Bar,,No,,,No,Street,,No,Yes,Yes,No,,"Classy, Upscale",Dressy,Average,
PBUIaPtgnhmdHE3KHglK-g,Jean-Georges,"French,American (New),Asian Fusion",Above $61,Above $61,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,No,Street,,Yes,Yes,,Free,,"Classy, Upscale",Dressy,Average,
XvcRtA3pD6gpICLsdsQVbA,Tavern62 By David Burke,"Steakhouses,American (Traditional),Seafood",$31-60,$31-60,,0,0,0,0,0,Yes,Full Bar,,Yes,,,No,Street,,No,Yes,No,Free,,"Trendy, Intimate, Classy, Upscale",Casual,Loud,
UmbueYC2QcDFJy6ju7M6dw,Porter House Bar and Grill,"American (New),Bars",Above $61,Above $61,"
                                A
                            ",49,59,114,169,157,Yes,Beer & Wine Only,,No,,,No,,,No,Yes,Yes,No,,Upscale,Dressy,Average,
uBhLATTsbHYzR5kwjQIvwQ,Landmarc at the Time Warner Center,"Breakfast & Brunch,American (New),Bars",$31-60,$31-60,"
                                A
                            ",115,149,236,366,149,Yes,Full Bar,,Yes,,,No,Garage,,Yes,Yes,Yes,Free,,,Casual,Average,
pL7MK_PsDtrKdBm1xLPzkg,Off The Hook Raw Bar & Grill,"Seafood,Cocktail Bars",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,Yes,Yes,Street,,Yes,Yes,Yes,Free,,Casual,Casual,Average,
IcqlfJEHyO8OttW6l8qFag,Freds Madison Avenue,"American (New),Breakfast & Brunch",$31-60,$31-60,,0,0,0,0,0,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,,Free,,,Casual,Average,
0GeWlp7_SBsKBKUa10QBIg,August,"American (Traditional),Cocktail Bars",$31-60,$31-60,"
                                A
                            ",16,16,16,33,56,Yes,Full Bar,,Yes,,,No,Street,,No,Yes,Yes,No,,,Casual,Average,
CaizM2WaGPX5eRLDOJaqIw,Angkor Cambodian Bistro,"Cambodian,Salad,Seafood",$11-30,$11-30,"
                                A
                            ",4,8,12,58,132,Yes,Beer & Wine Only,,No,,,Yes,Street,,Yes,Yes,,No,,"Intimate, Romantic",Casual,Average,
XlhWNQRGoWyybfXpGBgE3Q,Il Mulino New York - Uptown,Italian,Above $61,Above $61,,0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,,No,,"Classy, Upscale",Dressy,Average,
1DfbZ0VsSCg9g1KILmnvzQ,Per Se,French,Above $61,Above $61,"
                                A
                            ",25,48,116,247,1008,Yes,Full Bar,,No,,,No,Garage,,No,Yes,,No,,"Classy, Upscale",Formal (Jacket Required),Quiet,
H_KyiRhwho8rdlw_R93_0Q,Marea,"Italian,Seafood,Wine Bars",Above $61,Above $61,"
                                A
                            ",75,106,219,473,925,Yes,Full Bar,,No,,,No,,,No,Yes,,No,,"Classy, Upscale",Dressy,Average,
TZto7AjdA337XIw66AOpUw,Scalinatella Restaurant,Italian,Above $61,Above $61,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,No,Street,,No,Yes,,No,,Romantic,Dressy,Average,
CqQ2Og9kf-LhlUWtODalCQ,Blue Ribbon Sushi Bar & Grill - New York,"Sushi Bars,Japanese,Cocktail Bars",$31-60,$31-60,,0,0,0,0,0,Yes,Full Bar,,No,,,No,,,Yes,Yes,,Free,,Trendy,Casual,Average,
kB-lmHs7yNwLIlQyp0kMmQ,Quality Meats,"Seafood,Steakhouses",Above $61,Above $61,"
                                A
                            ",84,127,200,510,846,Yes,Full Bar,,No,,,No,Street,,No,Yes,,No,,Classy,Dressy,Average,
M8xnlKQOh0tl58LJCnPUVA,Ravagh Persian Grill,"Persian/Iranian,Mediterranean",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,Yes,No,,Casual,Casual,Average,
o5fKNEFJbakQ_UJ3-0hmgw,PJ Carneys,"Pubs,Soup,American (Traditional)",$11-30,$11-30,"
                                A
                            ",16,12,27,43,26,Yes,Full Bar,,No,,No,No,,,Yes,No,,Free,,Casual,Casual,Loud,Background
g1KGZUkhGu6erEtGCqfgOQ,Casablanca Grill,"Mediterranean,Middle Eastern",Under $10,Under $10,"
                                B
                            ",8,16,14,28,19,Yes,No,,Yes,,,No,Street,,Yes,No,,No,,Casual,Casual,Quiet,
V37ECDCspDO5x1h_eEoHoA,Anatolia Mediterranean Cuisine,"Mediterranean,Turkish",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,,Yes,Street,,Yes,Yes,,Free,,Casual,Casual,Average,
hgsodKhYFrzhZX5-DLc8QA,Son Cubano,"Cuban,Lounges,Cocktail Bars",$31-60,$31-60,,0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,"Valet, Garage, Street, Private Lot",,Yes,Yes,,Free,,Trendy,Dressy,Average,
YYMbXek5-Upj0g3RAjuI7A,Ousia,"Mediterranean,Greek",$31-60,$31-60,"
                                A
                            ",8,10,13,39,76,Yes,Full Bar,,Yes,,No,No,"Garage, Validated",,Yes,Yes,Yes,No,,Classy,Casual,Average,
zPu7J1Kbq0sBHBcfTOgJ2Q,Sal’s Pizzeria,"Pizza,Italian,Sandwiches",Under $10,Under $10,,0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,,No,,Casual,,Average,
dc3hkLkAqCSxDWQzrx-g9A,Quality Italian,"Italian,Steakhouses",$31-60,$31-60,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,No,Street,,No,Yes,,No,,Classy,Dressy,Average,
sooTvMm8hrbHtJkxnu943A,Redeye Grill,"American (New),Seafood",$31-60,$31-60,,45,49,87,157,165,Yes,Full Bar,,Yes,,,Yes,,,Yes,Yes,,No,,Classy,Casual,Average,
TWVmYLuG-w6fsrzKpmX6XQ,Brasserie 8 1/2,"American (New),French",$31-60,$31-60,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,No,Street,,No,Yes,,No,,"Classy, Upscale",Dressy,Average,
uuDvk4EsRUkeTj4jVKJOpw,Rue 57,"French,Sushi Bars,Asian Fusion",$31-60,$31-60,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,Yes,Street,,Yes,Yes,,No,,,Casual,Average,
KoGN70ndDHkJmMXiDCBS3A,BG Restaurant,"American (New),Tea Rooms",$31-60,$31-60,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,No,,,No,Yes,,Free,,"Classy, Upscale",Dressy,Average,
xemN4tP9RlK5c-yUT-M71Q,Mamasita Bar & Grill,"Mexican,Bars",$11-30,$11-30,"
                                A
                            ",66,75,63,141,379,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,,Free,,Casual,Casual,Average,
FCl5446Rovk1HRHoXpojdg,LAVO Italian Restaurant,Italian,$31-60,$31-60,,173,94,159,189,118,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,,Free,,Trendy,Dressy,Very Loud,
rupPZLhd0oRSAmVDaeYaGA,Bocca di Bacco Hell’s Kitchen,Italian,$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,,No,,,Casual,Average,
QUTSHrHw3qRZjf749VM1Yg,Serafina Osteria,"Italian,Wine Bars,Beer Bar",$11-30,$11-30,"
                                A
                            ",16,9,16,42,26,Yes,Full Bar,,No,,,Yes,Street,,Yes,Yes,,No,,Casual,Casual,Average,
sTu5z5HUcIYykg97HHj8xA,El Centro,"Mexican,Bars",$11-30,$11-30,"
                                B
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,Yes,Street,,Yes,No,,No,,Casual,Casual,Loud,
jDIVPYpxQAk1HUAi0NIlQw,Pazza Notte,"Italian,Lounges,Cocktail Bars",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,No,Street,,Yes,Yes,,No,,Casual,Casual,Average,
u5zbsITgkFbAlRq0j-XE-g,Serafina Broadway,"Italian,Pizza",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,Yes,No,,,Casual,Average,
z5hRX3iJ5Ty_S38iG_WY3Q,Tanner Smiths,"Cocktail Bars,American (New),Speakeasies",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,No,,No,No,Street,,No,Yes,Yes,Free,,"Casual, Trendy",Casual,Average,
_tHF8-3rbyMesgdkQzB2yQ,Serendipity 3,"Desserts,American (New)",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,No,,No,,,No,Street,,Yes,Yes,No,No,,Touristy,Casual,Average,
LdWyeeV8DuYINKVTghFwrg,Canaletto,Italian,$31-60,$31-60,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,No,,,No,Yes,,No,,"Romantic, Classy",Casual,Average,
HbRpu_sO3ouX0a9CiRTXEA,Christo’s Steak House,"Steakhouses,Greek",$31-60,$31-60,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,"Valet, Street",,Yes,Yes,,Free,,Classy,Casual,Average,
kKSZT7BJ5VH6hCaGlJ52tg,Ovelia,"Greek,Mediterranean",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,,Free,,"Casual, Trendy",Casual,Average,
eT2rROrWDAr0auGYqQrp9A,Layali Beirut Cafe Restaurant,"Hookah Bars,Halal,Lebanese",$11-30,$11-30,"
                                A
                            ",12,9,14,28,33,No,No,,Yes,,No,Yes,Street,,No,Yes,Yes,Free,,Casual,Casual,Average,
wPx4aNffBizdYmCG-WLKpQ,Loukoumi Taverna,"Greek,Mediterranean",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,"Valet, Street",,Yes,Yes,,Free,,Casual,Casual,Average,
Hv5v8y3fvu6PjPiFf4jPVQ,Trading Post,"American (Traditional),Bars,Seafood",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,,Free,,Classy,Casual,Average,
3hRE9hN7Yp9AHJD8ahAVDQ,MarkJoseph Steakhouse,Steakhouses,Above $61,Above $61,"
                                A
                            ",17,21,64,112,139,Yes,,,No,,,No,,,Yes,Yes,,No,,Upscale,Casual,Average,
DF7PV0DE9z0LM4ae6XYeYg,Harry’s Italian,"Pizza,Italian,Breakfast & Brunch",$11-30,$11-30,"
                                A
                            ",53,51,99,217,109,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,,No,,Casual,Casual,Average,
ud4-0gH8YlAExTBJoADPtw,The Capital Grille,"Seafood,Steakhouses,Wine Bars",$31-60,$31-60,"
                                A
                            ",12,27,68,169,220,Yes,Full Bar,,Yes,,,No,Garage,,No,Yes,,Free,,"Classy, Upscale",Dressy,Average,
f8ipr8Wdy1_wHhw7JgNqPQ,Da Claudio,"Italian,Cocktail Bars",$11-30,$11-30,"
                                A
                            ",10,15,37,97,186,Yes,Full Bar,,Yes,,No,No,Street,,Yes,Yes,Yes,Free,,Casual,Casual,Average,
pNYcGGAj4AYaExlmrEmfUw,Harry’s,"Steakhouses,Cafes,Bars",$31-60,$31-60,"
                                A
                            ",33,31,74,218,240,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,,No,,Classy,Casual,Average,
UWcSgjqokBZ9X80bXAQBQg,Blue Bar At India House,Lounges,Moderate,Moderate,"
                                A
                            ",1,1,3,5,13,Yes,Full Bar,,,,,No,"Garage, Street",,,No,Yes,Free,,Intimate,,Quiet,
NA_p2AH5RSBV314bklZn_g,Stone Street Tavern,Pubs,Moderate,Moderate,,39,43,88,81,128,Yes,Full Bar,,,,,Yes,Garage,,,Yes,,No,,Casual,,Average,
DTKKEogIt2wQm4UULYVGug,Mad Dog & Beans Mexican Cantina,"Mexican,Bars",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,"Garage, Street",,Yes,Yes,Yes,Free,,Casual,Casual,Loud,
DC58K8Z_piVm7iAK0ZI_tQ,Bobby Van’s Steakhouse,"Steakhouses,Seafood,American (Traditional)",$31-60,$31-60,"
                                B
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,No,"Garage, Street",,Yes,Yes,,Free,,"Classy, Upscale",Dressy,Average,
c1kKAH9XMPNeaBhvnIP0FQ,Trinity Place,"American (New),Irish Pub",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,,No,,Classy,Casual,Average,
D9nQb14gqhCAOaUUvJz3-Q,Reserve Cut,"Steakhouses,Kosher,Asian Fusion",Above $61,Above $61,"
                                A
                            ",20,21,18,38,122,Yes,Full Bar,,Yes,,,No,,,Yes,Yes,,Free,,Upscale,Dressy,Average,
7zxV9U7_SJ1npeLCkHUzjg,Yankee Doodle Dandy’s,"Food Trucks,Southern,American (New)",Under $10,Under $10,,9,7,8,14,65,Yes,No,,Yes,,,No,,,Yes,No,,No,,"Hipster, Casual",Casual,Average,
mlwzynq9ofUHLx2hCL70dQ,The Wooly Public,"American (New),Cocktail Bars,Wine Bars",$11-30,$11-30,,6,4,7,18,21,Yes,Full Bar,,,,,No,,,No,Yes,,No,,Classy,Casual,Very Loud,
pL2tig3FxJcrZ4wDIO4TsA,Eataly Downtown,"Grocery,Italian,Meat Shops",$11-30,$11-30,,88,68,102,220,188,Yes,Full Bar,,Yes,,No,No,Garage,,Yes,No,Yes,Free,,"Casual, Touristy",Casual,Average,
o2QR6wrQgTsWAMrd1sTjOA,Dig Inn,American (New),$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,No,,Yes,,No,No,Street,,Yes,No,Yes,No,,Casual,Casual,Average,
4XX-zF8h5Lvrr22_tqU6-Q,The River Café,"American (New),Wine Bars,Venues & Event Spaces",Above $61,Above $61,"
                                A
                            ",74,46,100,203,538,Yes,Full Bar,,No,,,Yes,,,No,Yes,,No,,"Romantic, Classy, Upscale",Formal (Jacket Required),Average,
zuD-iB7hV_dnf_JzBk_DCQ,Juku,"Sushi Bars,Izakaya,Cocktail Bars",$31-60,$31-60,"
                                A
                            ",4,3,9,17,37,Yes,Full Bar,,No,,No,No,Street,,No,Yes,Yes,Free,,"Intimate, Romantic, Upscale",Casual,Average,Live
EFihj7vsRRXiF5la-UURyw,Hop Kee,"Seafood,Cantonese",$11-30,$11-30,"
                                A
                            ",71,50,116,262,236,No,Beer & Wine Only,,No,,,No,Street,,Yes,No,,No,,Casual,Casual,Average,
spJTHaNjEzKwoEiYWR1ggA,Ping’s Seafood,"Seafood,Dim Sum,Cantonese",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,,No,Street,,Yes,Yes,,Free,,Casual,Casual,Loud,
0CjK3esfpFcxIopebzjFxA,Joe’s Shanghai,"Shanghainese,Seafood,Venues & Event Spaces",$11-30,$11-30,"
                                B
                            ",362,421,983,1955,1674,No,Beer & Wine Only,,No,,No,No,Street,,Yes,No,,No,,Casual,Casual,Loud,
np7wKWwTAhetwpXqsWpFkQ,Little Park,"American (New),Seafood,Salad",$31-60,$31-60,"
                                A
                            ",25,27,52,102,110,Yes,Full Bar,,No,,No,No,Garage,,No,Yes,Yes,Free,,Trendy,Casual,Average,
UUIKdOylovTfXGvvKTN_yQ,One Dine,American (New),$31-60,$31-60,,30,15,15,24,32,Yes,Full Bar,,No,,,No,,,No,Yes,Yes,Free,,"Touristy, Romantic",Casual,Loud,
aixlpNVteSFpBS9o_HUsNQ,Beaubourg,French,$31-60,$31-60,"
                                B
                            ",0,0,0,0,0,Yes,Full Bar,,,,,Yes,,,No,Yes,,Free,,Trendy,Casual,Average,
L37A2JWXfwR_PgKColA8xA,Big Wong,"Chinese,Seafood",Under $10,Under $10,"
                                A
                            ",108,84,239,559,314,No,No,,No,,No,No,Street,,Yes,No,No,No,,Casual,Casual,Loud,
P2CTp4xyaNCe2AXSiLeOSQ,The Odeon,"American (New),French,Italian",$31-60,$31-60,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,Yes,Street,,Yes,Yes,,No,,,Casual,Average,
QvQilClGyuKFz08TBsoJNA,Le District,"French,Wine Bars,Grocery",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,,,Yes,Yes,Yes,Free,,,Casual,Average,
hmdm-dO72hLsMQwQRcGEUQ,Atrium Dumbo,"American (New),French",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,,No,,Trendy,Casual,Average,
XAeGAF5MGr7P6A13SnXbjQ,Merchants River House,"Seafood,American (New)",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,"Garage, Street",,Yes,Yes,,Free,,Casual,Casual,Average,
WYhRkUATHRyXZrE55MArbA,Scalini Fedeli,Italian,Above $61,Above $61,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,No,Street,,No,Yes,No,No,,"Classy, Upscale",Dressy,Average,
s2RK1D48U5XO7OUG5N2yTA,Cha Cha’s In Bocca Al Lupo,Italian,$11-30,$11-30,"
                                C
                            ",50,24,21,15,17,No,Full Bar,,No,,,Yes,Street,,Yes,No,No,No,,Casual,Casual,Average,
vec8jeVbbSGzVlStl0Xp_Q,Chikarashi,"Poke,Asian Fusion,American (New)",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,No,,Yes,,,No,Street,,Yes,No,,Free,,"Casual, Trendy",Casual,Average,
DD-hzjrGrWQiymt0Ws751w,Luna Ristorante,"Italian,Pizza",$11-30,$11-30,"
                                A
                            ",31,12,13,19,42,Yes,Beer & Wine Only,,No,,,Yes,Street,,Yes,Yes,,Free,,"Casual, Touristy",Casual,Average,
HV5DMBmEpQ_Nu6NSekJquA,Harry’s Italian,"Pizza,Italian,Breakfast & Brunch",$11-30,$11-30,"
                                B
                            ",32,31,37,68,43,Yes,Full Bar,,No,,,Yes,,,Yes,Yes,,No,,Casual,Casual,Average,
Mr_ROnIINTdHLWrCcb2z4g,The Palm Tribeca,"Steakhouses,Seafood",Above $61,Above $61,,0,0,0,0,0,Yes,Full Bar,,Yes,,,No,"Garage, Street, Validated",,Yes,Yes,,Free,,Classy,Dressy,Average,
tA1QO_GParSsaOaO8UoBvQ,Blue Smoke,"Southern,Barbeque,Sports Bars",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,No,Yes,Street,,Yes,Yes,Yes,Free,,Casual,Casual,Average,
ywP0OEqRC6sp4NK1-QhW-g,Parm,"Italian,Sandwiches",$11-30,$11-30,"
                                A
                            ",56,51,57,66,55,Yes,Full Bar,,Yes,,,No,,,Yes,Yes,Yes,Free,,Casual,,Average,
2hHlAxt4gsfMUkG48pXXKw,Loopy Doopy Rooftop Bar,"Lounges,Cocktail Bars",Pricey,Pricey,,44,78,202,191,83,Yes,Full Bar,,,,,Yes,"Valet, Garage, Street",,,No,Yes,Free,,Trendy,,Average,
SbevrHJ2M5Oc8_SHi79YQg,Caffe Napoli,Italian,$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,Yes,Street,,Yes,Yes,,No,,Touristy,Casual,Average,
JyXn_GCGM2DsNYIzgzQrDw,Da Gennaro,"Italian,Pizza,Gluten-Free",$11-30,$11-30,"
                                A
                            ",59,44,91,181,279,Yes,Full Bar,,No,,,Yes,"Garage, Street",,Yes,Yes,,No,,Romantic,,Average,
0zxGc7hit7mFSk2o1PvIdQ,Umberto’s Clam House,"Seafood,Italian",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,Yes,Street,,Yes,Yes,,No,,Touristy,Casual,Average,
lTa_the-LGQxdwKhwfwVyw,La Nonna,Italian,$11-30,$11-30,"
                                A
                            ",39,33,37,48,60,Yes,Full Bar,,No,,,Yes,Street,,Yes,Yes,,No,,Casual,Casual,Average,
OCTiJwvjoK81WoDwsTkFvA,Paesano of Mulberry Street,"Italian,Salad,Seafood",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,No,,,Yes,Street,,Yes,Yes,,No,,Casual,Casual,Average,
rkeH5HJIuX7ZcOaYNum9xA,Wu’s Wonton King,"Cantonese,Seafood,Dim Sum",$11-30,$11-30,"
                                B
                            ",0,0,0,0,0,Yes,No,,Yes,,,No,Street,,Yes,Yes,Yes,No,,Casual,Casual,Average,
G-op2xLJqocfg1AwJNge8Q,Il Piccolo Bufalo,Italian,$11-30,$11-30,"
                                A
                            ",39,24,39,47,63,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,,No,,Casual,Casual,Average,
7dhXkHB_Eg1UJ7Yf9wQCjQ,Sofia’s of Little Italy,Italian,$11-30,$11-30,"
                                A
                            ",87,41,40,79,77,Yes,Full Bar,,Yes,,,Yes,,,Yes,Yes,,No,,Casual,Casual,Average,
KZHeT-AgZnF6iYCVsucClg,Capri Ristorante,"Italian,Seafood,Mediterranean",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,Yes,No,,Casual,Casual,Average,
d-DQwNxs77Pah2ys0q7w1Q,American Cut Steakhouse Tribeca,"Steakhouses,American (New)",Above $61,Above $61,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,,Free,,"Trendy, Classy, Upscale",Dressy,Average,
juILfYO0y7IKgVtgEhT4Nw,Heights Cafe,"American (New),Breakfast & Brunch,Italian",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,,Free,,Casual,Casual,Average,
8Y5Ytn30Wup9sNf2n99s1A,NOMO Kitchen,"American (New),Mediterranean,Breakfast & Brunch",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,No,No,Street,,Yes,Yes,Yes,Free,,"Trendy, Classy",Casual,Average,
MphfKkYFEe0BDQ6hZ0A5fA,Gelso & Grand,"Italian,Pasta Shops,Pizza",$11-30,$11-30,,17,28,68,152,316,Yes,Full Bar,,Yes,,,Yes,"Garage, Street",,Yes,Yes,Yes,No,,"Casual, Trendy, Romantic",Casual,Average,
vtKxYnrZld4w6wG82Vm4pg,Tribeca Grill,"American (New),American (Traditional),Wine Bars",$31-60,$31-60,"
                                A
                            ",37,65,149,195,113,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,,Free,,Upscale,Dressy,Average,Background
NImSAO-1r0RYirViah2aIg,Amici II,Italian,$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,,Free,,Casual,Casual,Average,
iEUXrUUqGfUhpgYYSr5Zig,Da Nico Ristorante,Italian,$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,Yes,Street,,Yes,Yes,,No,,Casual,Casual,Average,
7EAj8VJX_DoKlZdCJBE4Pg,La Bella Vita,Italian,$11-30,$11-30,"
                                A
                            ",27,23,25,69,158,Yes,Beer & Wine Only,,No,,No,No,"Garage, Street",,Yes,Yes,,No,,Casual,Casual,Average,
jo30o65XFWmgMJS86zFiFQ,La Mela Ristorante,Italian,$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,,No,,Casual,Casual,Average,
